Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,,,,
092011 Stack Overflow,6735533,Do you have any code we can look at? What have you tried so far that isn't working?,21,17,21,15,15,A3G9MSZVWB7W42,A2UFD1I8ZO1V4G,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A14TK8NCD4CUN1,0.740198738,17.8,Polite,0.564758759,,,
092011 Stack Overflow,6391263,"Can you overlap jobs? If you have two three-unit jobs and six two-unit jobs, can you run the three-unit jobs sequentially on lane A, three two-unit jobs on B, and three two-unit jobs on C, taking six units of printing time in total?",16,25,13,18,17,ARYGQ46IMW8AU,A2OTEOJC764LEP,AO3XB5I5QNNUI,A1TWD4UTLWVYAQ,A1Z7WT01G55LDC,0.702054539,17.8,Polite,0.778206578,,,
092011 Programmers,5058,http://en.wikipedia.org/wiki/Comparison_of_revision_control_software is a great comparison table for exactly this.  Discussion question... community wiki ?,17,13,18,21,22,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,A3E157ZN8XPUKJ,A2MWGIVIKOXWYM,0.643497764,18.2,Polite,0.157440934,,,
092011 Stack Apps,6318,"@George, will this work in Fedora 15 under the new Gnome 3? Is it in the repositories?",17,17,21,17,21,AO3XB5I5QNNUI,A1ZHP80O13CEUI,A23312XQ2AQ91W,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,1.206222675,18.6,Polite,0.022966782,,,
Wikipedia,623739,"I could take a peek, at least.  What problems are you having?",15,17,21,21,19,AS8T4IKYL4V7F,AMJAP6BGF5LVM,A302M81U0HM7RJ,A872FSFU7WV6W,A2WZQ92N4809N1,0.853614039,18.6,Polite,0.804257124,,,
Wikipedia,625186,I apologize if I have misunderstood.  Are you not an acknowledged devotee of Prem Rawat?,11,12,25,21,25,A2QN0EGBRGJU1M,A2GSW5RBAT5LQ5,AO5E3LWBYM72K,A2ULMYRKQMNNFG,A3TFQK7QK8X6LM,0.614814925,18.8,Polite,0.861037199,,,
Wikipedia,625057,"Again, why are you simply reverting wholesale and without any explanation? Would you rather the article be out of line with the policies and guidelines, among other problems?",5,9,14,8,4,AISPSIJ54U4SC,AE3D6SE2D8UPQ,AYG3MF094634L,A1E0EK09CA5OIO,AZOAW8JH5HJJK,-1.363110855,8,Rude,0.88971513,,,
092011 Stack Overflow,3278014,"There already a bunch of free IDE out there, and you want to use Visual Studio ??? You have arguments to not use Eclipse or Netbeans ?",5,5,10,11,5,A416CQ0FIDNFT,A2YNPKYEFDZ6C9,A17G2LOYX7WQZ,A34M93NJC830DP,A321FJYVTX5WP9,-1.55461837,7.2,Rude,0.096440372,,,
092011 IT Security,4407,I see you haven't even tried posing your issue as an actual question on this site.  Care to give it a try?,21,19,25,17,19,A233ONYNWKDIYF,A23312XQ2AQ91W,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A1XKHXJ8CMIX7N,1.429906909,20.2,Polite,0.123700699,,,
Wikipedia,50905,I asked some questions in the Criteria for Inclusion section on 20th Dec but no-one has yet responded. Can you take a look?,16,18,23,21,19,A2QN0EGBRGJU1M,A2GSW5RBAT5LQ5,AO5E3LWBYM72K,A2ULMYRKQMNNFG,A3TFQK7QK8X6LM,0.965132564,19.4,Polite,0.240380088,,,
092011 Stack Overflow,2044473,"I've clarified the question, thanks ax. @runrunraygun: What is a community wiki?",16,25,15,25,20,A1GGOZPHYU0OC0,A3MMLCBV2W3BP9,A14TK8NCD4CUN1,AO3XB5I5QNNUI,A1F4D2PZ7NNWTL,2.087892842,20.2,Polite,0.992250305,,,
Wikipedia,178225,"Hi 72Dino, I was going over the talk page for vector when I re-read that you had found a tax document for '09 regarding discussion on Vector's contributions to the charity fund. Could you please provide a link for my personal review of that Document?",21,17,17,21,19,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,1.203358406,19,Polite,0.324227552,,,
092011 Cooking,7023,Interesting question. I wonder if there might be a difference between fresh and dried pasta?,17,16,22,25,21,A233ONYNWKDIYF,A3RLCGRXA34GC0,A1T5YMBH35PDBX,AI4WWBB2PNCKH,A1LRRDBA84ITCJ,2.033352058,20.2,Polite,0.209217549,,,
Wikipedia,620432,How are these inconsistent with the traditional account of the origins of the Torah involving redactions as late as Ezra? Why do we need bizarre hypotheses about documents being interwoven that are contrary to all known examples of how books are written?,9,9,10,7,9,A233ONYNWKDIYF,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,A3TFQK7QK8X6LM,-0.93910359,8.8,Rude,0.184733853,,,
Wikipedia,141888,Strikehold previously did a <url>.  What do you think about adding it to the template?,20,21,17,21,14,AO5E3LWBYM72K,AC25X12LNYY6Y,AD1IH74UX9IAI,A38N58BSMTA0BE,AZOAW8JH5HJJK,0.881746703,18.6,Polite,0.501706694,,,
,,your ignorance speaks volumes about your shitty character,,,,,,,,,,,,,Rude,0.58704451,,,
092011 Stack Overflow,1822344,Did you try anything at all? Is this homework?,8,5,1,5,9,A28TXBSZPWMEU9,AP6784DKV31O6,A3DKR227NQCH4X,A28WCYNS229OHH,A2GRSJHXTR7JQR,-2.135329598,5.6,Rude,0.89277876,,,
Wikipedia,143525,"Martin, sorry to disturb you, but you said that Kelson is making the new ZIM file, where is the location of that file? Does it also reside at <url>?",21,17,17,21,25,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,1.347586878,20.2,Polite,0.838467722,,,
092011 Programmers,59632,Can you please edit this question to make it more constructive?  How many of the 6 guidelines does it satisfy?,9,9,11,13,2,A2F3HD9YL0LRLK,A23312XQ2AQ91W,ARYGQ46IMW8AU,A32VJLRWGMYGSU,A1FF4KWG1G44QE,-1.327266917,8.8,Rude,0.309344133,,,
092011 Electrical Engineering,7701,"I believe your question could have some validity, can you please elaborate on the scope of your question.  Are you speaking in reference to the exchange of electrons or are you speaking in more of a supernatural aspect?",17,15,17,24,17,A233ONYNWKDIYF,A23312XQ2AQ91W,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,A19AVMJ21AXYUM,0.801303358,18,Polite,0.742341463,,,
092011 Apple,3154,"To suggest an answer we need to know which application you want to open this file in. Is it a command line application (aka vi or emacs on the command line) or is it another text editor (TextEdit, TextMate, Eclipse?)",5,5,9,1,5,AO3XB5I5QNNUI,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,A3U7P73AIQVS9S,-1.707499178,5,Rude,0.301213751,,,
092011 Stack Overflow,4199163,Vote down? Would you care to explain why?,9,5,8,4,11,A2AE4MZVUX9JPX,AO3XB5I5QNNUI,A17G2LOYX7WQZ,A150TBAWIYV8J4,A39FH0T1NKKMVO,-1.568039517,7.4,Rude,0.315911446,,,
092011 Electrical Engineering,8667,You can do just about anything with one pin of a micro.  More specific please?,5,9,5,1,9,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A1FF4KWG1G44QE,A13HSR88OUNIVP,-2.549523181,5.8,Rude,0.606905201,,,
092011 Android Enthusiasts,3816,bring what back? how are bluetooth and killing processes related?,17,16,21,17,21,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A32VJLRWGMYGSU,A2JJLF3PI5XJ0I,A1LRRDBA84ITCJ,1.054832859,18.4,Polite,0.455026883,,,
092011 Stack Overflow,3301135,"It really depends on what you are trying to accomplish. Do you have a user, entering a name and address, and you are going to show him all similar addresses to let him choose one manually, or are you going to group all Persons with similar addresses automatically together?",17,21,15,16,23,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,AO3XB5I5QNNUI,A2BKPNKU3EG41Z,1.157372873,18.4,Polite,0.852873558,,,
Wikipedia,439715,"Hello again. Could you move this to <url>, please?",20,20,17,21,21,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ANVEDG15GV3QE,AIPK94CUWL45W,1.635609214,19.8,Polite,0.707793323,,,
,,I'm pleased to see the amount of effort that you have put in.,,,,,,,,,,,,,Rude,0.845525229,,,
Wikipedia,19520,Thanks for change to Hugh de Grandmesnil - I am (It is) very short of refs for that article. Could you suggest one for your addition?,19,21,21,17,17,AUJNGT4ODJ6TE,A3S5L3I8O3Q2G,A2EKTJWJGLWVWV,A2AMGE57IJVSHF,A1LO3ERNARW7Y4,1.189654652,19,Polite,0.91623084,,,
Wikipedia,289629,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",17,17,21,25,21,A2UFD1I8ZO1V4G,AYG3MF094634L,A3L8MJ1C4OEDGV,A3TFQK7QK8X6LM,AZ1RJVNOZFIWV,1.108480488,20.2,Polite,0.210874151,,,
092011 Stack Overflow,8262957,You wouldn't be allowed to ask and post comments if you were not logged in. What kind of programmer are you?,1,1,5,1,4,A1UIH2IMG9DV95,A1H0XDGVSBL152,A3E157ZN8XPUKJ,A3MMLCBV2W3BP9,A17G2LOYX7WQZ,-2.960289146,2.4,Rude,0.254273735,,,
092011 Statistical Analysis,3279,"If you need a command to do that, you better provide us at least with the language/package you use. Are we talking SAS, SPSS, Stata, SPlus, Minitab, R, ... ?",16,16,21,17,20,AYG3MF094634L,A23312XQ2AQ91W,A3E157ZN8XPUKJ,A32VJLRWGMYGSU,ARX0S1CIDJLOX,0.632537923,18,Polite,0.893401476,,,
092011 Stack Overflow,7412114,@Francesco: Why are you so against sharing the errors that you are seeing. Why don't you get that they are helpful?,5,11,5,1,10,A1ZHP80O13CEUI,A28TXBSZPWMEU9,A2BKPNKU3EG41Z,A1CZL2FSMCKTTH,A39FH0T1NKKMVO,-2.088615753,6.4,Rude,0.418952714,,,
092011 Stack Overflow,5481506,do you own any C++ books? if yes then why dont you try searching this in that ?,11,5,9,1,5,AYG3MF094634L,A2Y0ZGI29KQBTB,A14TK8NCD4CUN1,AFD31LP2ZU9G7,A3OY0OL2M0HUTT,-1.962796793,6.2,Rude,0.806526105,,,
092011 Stack Overflow,5816787,"You're welcome. And now, could you give a more detailed description of the problem?",21,17,24,21,21,A3G9MSZVWB7W42,A2UFD1I8ZO1V4G,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A14TK8NCD4CUN1,1.959010604,20.8,Polite,0.208168215,,,
092011 Stack Overflow,1270515,I don't understand what's wrong with the standard C pre-processor. Can you clarify?,21,17,16,13,24,A1LZIWJ3V05K3H,APEJ17EE0VDDT,A1F4D2PZ7NNWTL,A34M93NJC830DP,A321FJYVTX5WP9,0.748017667,18.2,Polite,0.432089835,,,
092011 Cooking,2417,"Are these whole frozen crab, crab legs, or crab meat?  Is it pre-cooked or pasteurized?",11,5,9,9,1,AO3XB5I5QNNUI,A3IS283P2CECZJ,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2MWGIVIKOXWYM,-1.831738872,7,Rude,0.829012365,,,
092011 Stack Overflow,5106386,@ring0: Good idea ! Is there a way to do so ?,17,23,20,19,21,A3EJ5TT2ZGBIDA,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,A2BKPNKU3EG41Z,A21TVGREPIDWBV,1.526178641,20,Polite,0.411551414,,,
092011 Cooking,14923,Wow what a brilliant and crazy question! Can I ask what you're going to do with it? Candlemaking?,19,21,21,15,13,A1E0EK09CA5OIO,A233ONYNWKDIYF,ARYGQ46IMW8AU,A22SZHZTF72TRM,A309BLCQJHQULO,0.938518364,17.8,Polite,0.133112544,,,
Wikipedia,49008,"So, is the template too much? Should I add it to all articles contained within the template?",17,21,17,21,13,A233ONYNWKDIYF,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,A2ULMYRKQMNNFG,A37ADCYLCSB5O2,0.736559469,17.8,Polite,0.115968594,,,
092011 Bicycles,6244,Welcome to Bicycles.SE! Your question is quite similar to [What are the utmost important things to bring on a ride?- Is there anything you're looking to find out that's not already addressed in this earlier question?,13,21,17,17,25,A1E0EK09CA5OIO,A233ONYNWKDIYF,A3S5L3I8O3Q2G,AAVJV2EYBWESX,A309BLCQJHQULO,1.10062746,18.6,Polite,0.739451416,,,
Wikipedia,136389,"It's not my job to add the ""Bronze Age"" material in the article on <url>, so please refrain from removing existing material just because you haven't made any effort to add the ""Bronze Age"" content. OK ?",1,5,13,9,5,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ANVEDG15GV3QE,AIPK94CUWL45W,-2.046866088,6.6,Rude,0.950646759,,,
092011 Stack Overflow,1578807,"Since no third-party app knows about any other, what possible touch-up of ""reverse"" are you doing?  Is this something that's better done with a TemplateContext?",21,18,15,21,13,AGFHIO3UKJ9EF,A3EJ5TT2ZGBIDA,A1TWD4UTLWVYAQ,A2EV4INWSEBY6Q,A2PIUQICBRBZZY,0.53137132,17.6,Polite,0.234768699,,,
092011 Bicycles,843,Is there any further information you'll need for a proper answer to this?,15,21,21,13,25,A1E0EK09CA5OIO,A233ONYNWKDIYF,A3HOBJ4PJUOCUN,A3GLUDQZGEJL5G,A3IS283P2CECZJ,0.916155433,19,Polite,0.09316716,,,
092011 Stack Overflow,3860553,"Not sure, but maybe you want a clustering alorithm, e.g. http://en.wikipedia.org/wiki/K-means_clustering?",17,21,15,13,23,A2UFD1I8ZO1V4G,AQRI1E9W5268O,A2OXXHGAM7B0Y,A233ONYNWKDIYF,A3E157ZN8XPUKJ,0.932507285,17.8,Polite,0.446893855,,,
Wikipedia,622504,"Could I now rewrite the current <url> article to be primarily about the comic, with a small section mentioning that a future film has been announced? Or should I wait until the deletion debate is over and then (if neccessary) create a new <url> article like that?",22,13,24,10,19,ANGX5PAAYGL9P,ANMGOZ451W9ZN,A1KC138MX47DXA,A1F4D2PZ7NNWTL,AZ1RJVNOZFIWV,0.444879469,17.6,Polite,0.711169902,,,
Wikipedia,404626,Why have you restored this article deleted pursuant to a perfectly acceptable AfD? Am I missing something here?,9,9,5,1,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,AIPK94CUWL45W,-1.899733301,6.6,Rude,0.849863719,,,
092011 Stack Overflow,5208986,"Can you be more precise about what exactly the system needs to achieve? Something like ""Given X initial data, output Y""?",17,25,17,20,22,A3T68OBEBCKJF7,A3E157ZN8XPUKJ,ARYGQ46IMW8AU,A2Y0ZGI29KQBTB,A872FSFU7WV6W,1.367609588,20.2,Polite,0.276957374,,,
Wikipedia,11018,"Hey, I saw your article on the ''Mosambique'' in the Good New Article search results and looked at your other contributions, and I see that you do a lot on naval history. Would you be interested in helping me to expand <url>?",21,17,25,20,17,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,AIPK94CUWL45W,1.434970292,20,Polite,0.107787636,,,
092011 Stack Overflow,6399294,how you show imges from lazyload in listview's image ? can you post your code please ?,25,17,21,23,11,A1LZIWJ3V05K3H,A416CQ0FIDNFT,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A3SMTP08PPXDWA,1.049684024,19.4,Polite,0.556114699,,,
092011 Stack Overflow,7550443,It seems like you're trying to parse html. Have you looked at nokogiri?,21,21,17,15,17,AQRI1E9W5268O,A3E157ZN8XPUKJ,A3OW54MEVDKXJL,A3TXO6RKFIDFUV,A321FJYVTX5WP9,0.85322561,18.2,Polite,0.922922033,,,
092011 Stack Overflow,275141,"Wait  you're writing a thesis and you've got *no clue how to use it*? Wow. Usually, it should be the other way round, shouldn't it?",2,1,12,2,7,A33SMNMTMIOJ6T,A1GGOZPHYU0OC0,A14TK8NCD4CUN1,AO3XB5I5QNNUI,A17G2LOYX7WQZ,-2.427729114,4.8,Rude,0.18919873,,,
092011 English Language and Usage,1912,So the usages are quoted .. and from a 34-year-old *professor* no less!??! What is this world coming to?,17,19,13,21,21,A233ONYNWKDIYF,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,A13HSR88OUNIVP,0.548225605,18.2,Polite,0.71906135,,,
092011 Bicycles,2555,"Wow, that thing looks awesome!  Is it quick/easy to attach?",18,13,23,19,21,A1E0EK09CA5OIO,A233ONYNWKDIYF,A3OZ8KF0HWSVWK,ARYGQ46IMW8AU,A309BLCQJHQULO,0.918338069,18.8,Polite,0.287691522,,,
Wikipedia,630004,I made a change to your user page. Is that the change you wanted?,21,18,25,10,18,A233ONYNWKDIYF,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,AB08R15AWTVDT,0.970095824,18.4,Polite,0.666789114,,,
092011 Cooking,9180,"What is an eastern style pot?  Is this a cup-like device with a lid to strain out the leaves (sorry, don't know the name), or something else entirely?",17,17,17,18,21,A233ONYNWKDIYF,ARYGQ46IMW8AU,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A32VJLRWGMYGSU,1.270669617,18,Polite,0.309158765,,,
092011 Stack Overflow,2597830,"I think you might be missing the point of the assignment. Hint: what can regular expressions parse, what can't they?",7,9,1,12,12,A3RP70I4XDGOIS,ACQ5ARKNBGZKY,A872FSFU7WV6W,A2BKPNKU3EG41Z,A1Z7WT01G55LDC,-1.336691002,8.2,Rude,0.358797668,,,
092011 Stack Overflow,8398081,You again? Why don't you go do your homework?,10,6,5,4,1,AYG3MF094634L,A17G2LOYX7WQZ,A39FH0T1NKKMVO,A34M93NJC830DP,A3OY0OL2M0HUTT,-2.974496489,5.2,Rude,0.48799292,,,
Wikipedia,618988,"Since you are STILL not responding to me (or the talk page discussion) and reverting anyway, I have mad you a <url> template.  Post THAT on your page and leave the regular one alone, OK?",11,5,3,6,12,AYG3MF094634L,AVHARSCRX7M9E,AHH34KPTA2LSS,A38WUWONC7EXTO,A2JKFTV0JXWMI6,-1.48075585,7.4,Rude,0.007170131,,,
Wikipedia,466860,Thanks for the info but the page is still giving the same warnings. Any ideas why this might be happening?,21,21,17,17,25,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,1.329487133,20.2,Polite,0.696576089,,,
092011 Stack Overflow,1713405,The insertion of data into the hash seems to have nothing to do with your original creation of the hash. Why are you so reluctant to show us your code?,8,6,1,9,9,AO2NFSIXUL5MT,A3SMTP08PPXDWA,AO3XB5I5QNNUI,A1F4D2PZ7NNWTL,A3TXO6RKFIDFUV,-1.684252959,6.6,Rude,0.255040238,,,
092011 Programmers,111405,native?  You compile to the microcode for your particular processor or the generic x86 instruction set?,13,21,17,21,25,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A2MWGIVIKOXWYM,1.253863769,19.4,Polite,0.085016289,,,
092011 Stack Overflow,3196001,"please provide a more detailed example, because I don't understand what you mean by concatenating objects. I know what it means for strings: `""a"" + ""b""` => `""ab""`, But what should the resulting Object (Person) look like?",25,17,18,15,21,A3E157ZN8XPUKJ,A125P73OQSRNI5,A3EJ5TT2ZGBIDA,AD1IH74UX9IAI,A150TBAWIYV8J4,1.069055243,19.2,Polite,0.477087221,,,
Wikipedia,620379,Would you email me with any points/incidents you especially want me to be aware of?  Do you think Jimbo will be willing to pass this to the arbitration committee?,17,20,25,13,17,A2UFD1I8ZO1V4G,AO5E3LWBYM72K,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A1F4D2PZ7NNWTL,0.614803585,18.4,Polite,0.419367396,,,
Wikipedia,600763,We are working on adding some information regarding the significance of the podcast. Do you have any additional tips on improving out article's quality?,17,25,17,17,17,A2UFD1I8ZO1V4G,A1UEZLJ583HSV5,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,AIPK94CUWL45W,0.800652708,18.6,Polite,0.316822966,,,
Wikipedia,234656,"Hey JC: I saw you move <url> to <url>, which is great, but I was surprised you didn't fix any of the double redirects that resulted.  Also, the related essay is still entitled <url>; should that be moved (over redirect) as well?",17,17,21,20,16,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3GOI327COFGY5,A2GODV4YZGD8X9,A29B522D0BX6HN,1.001441071,18.2,Polite,0.480217142,,,
Wikipedia,297807,"I'd be more than happy to :) It may take a while as I've got other stuff on, but as long as you're in no immediate hurry all should be well. Do you have any preferences/requirements for the end result?",23,21,21,21,21,A2ZABRSFZKUOKV,AC25X12LNYY6Y,A22CF8BF9YQND7,A13CO3B2BRXQLZ,A3HZVDLYFUZ7KE,1.513853996,21.4,Polite,0.012356346,,,
Wikipedia,542059,You've completely lost me.  What are you asking about?,7,9,13,5,5,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A3GOI327COFGY5,A2AMGE57IJVSHF,-1.172583192,7.8,Rude,0.291031461,,,
092011 Physics,14279,"Please tell me when it turned out that Mach principle is wrong? And how this ""wrongness"" is manifested?",9,9,4,12,8,AYG3MF094634L,A1KQ5WV7BT3QAS,A1KC138MX47DXA,A28TXBSZPWMEU9,A29B522D0BX6HN,-1.217138433,8.4,Rude,0.021375549,,,
Wikipedia,624529,"just look out or you'll regret!OK, stop here, go to bed. Have U done ""Tourism Report"" yet?",1,15,5,9,12,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A2MWGIVIKOXWYM,A2NRW37D7QPLRE,A2LQ33BQ8G259D,-1.145239737,8.4,Rude,0.496912787,,,
092011 Electrical Engineering,2214,"So do you have an idea about how you want to sense when the door is open or closed, or is that part of the question?
Also, would you say that you are primarily interested in when the door opens and closes, not in a ""latch""?",13,21,13,20,21,AO3XB5I5QNNUI,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,ARX0S1CIDJLOX,A13HSR88OUNIVP,0.391848141,17.6,Polite,0.837648289,,,
092011 Stack Overflow,2164426,"The way I'm reading it back via glReadPixels ; however, I may be doing this wrong. What is the correct way to do this?",20,17,17,25,21,ATHS9GUME1XCA,A233ONYNWKDIYF,AE68VBES5HIPY,A3OY0OL2M0HUTT,A38EGQEYZHRQNC,1.035588376,20,Polite,0.534976439,,,
Wikipedia,159812,"As I've only ever tagged one page for speedy deletion before (and that was an obvious cut-and-paste copyvio), I just want to make sure I tagged it properly.  Was db-1 the right tag for <url>?",21,18,17,21,17,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A30BBO4BCZVILB,AIPK94CUWL45W,0.875491568,18.8,Polite,0.493771348,,,
Wikipedia,34089,"... then you have to at least meet me half-way. For instance, ""''<url>'' described the episode as displaying ""an exhilarating flair for rapid change of comic gear"" and made commented positively on the scene."" Can you see the problem here?",9,7,5,7,10,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A31RP7HI5172B,A13CO3B2BRXQLZ,A3SQ6ORWDN5BGZ,-1.415059814,7.6,Rude,0.788648137,,,
092011 Stack Overflow,3049130,What do you mean by protecting them? What are you trying to prevent/avoid?,9,9,6,10,9,A233ONYNWKDIYF,A23FB7HE970AZJ,AO2NFSIXUL5MT,A14TK8NCD4CUN1,A17G2LOYX7WQZ,-1.187022474,8.6,Rude,0.750991981,,,
092011 Stack Overflow,7796671,it is exactly what I want. please how can I do this ?,20,17,25,21,9,ATHS9GUME1XCA,AYG3MF094634L,A3E157ZN8XPUKJ,A17G2LOYX7WQZ,A3DKR227NQCH4X,1.003712474,18.4,Polite,0.415849693,,,
092011 Bicycles,760,"Wow, that is a great answer!  Thanks for the answer.  One more question for you though.  How can I tell what the float of the pedal is?",22,17,25,25,25,A1E0EK09CA5OIO,A233ONYNWKDIYF,A3UH6OT7941A8A,A309BLCQJHQULO,A2BNOEYZ3VRW2R,1.518128837,22.8,Polite,0.703160296,,,
Wikipedia,148704,"I'm curious: how do you make those beautiful coats of arms? Do you have a script that generates them from the heraldic descriptions, or do you make them by hand?",13,13,17,25,25,A233ONYNWKDIYF,A3S5L3I8O3Q2G,ANVEDG15GV3QE,A2AMGE57IJVSHF,A3IHLWMZNBLUR4,0.855926901,18.6,Polite,0.003062944,,,
092011 Stack Overflow,4475191,"I've seen this happen when my application crashes. If you run your app without breakpoints, do you experience a crash?",13,17,20,25,22,A233ONYNWKDIYF,A2BKPNKU3EG41Z,A1HBDQ0BJQBA4Q,A3DKR227NQCH4X,A3OY0OL2M0HUTT,0.997741704,19.4,Polite,0.971068875,,,
092011 Stack Overflow,2248691,"Perhaps this is not a good candidate for binding to a property grid.  Can you set the property, save the result, have that return instantly, and then later on, based on some user action, run your long-running operation?",17,21,21,17,15,A23FB7HE970AZJ,A2YNPKYEFDZ6C9,A27VHP35J84JZE,A3QVWYTBAHRY79,A34M93NJC830DP,1.566434841,18.2,Polite,0.838735031,,,
Wikipedia,624023,"Firstly who are you? Secondly there seems to be a lot more people involved than just Node ue thirdly I don't care what his view is as long as his edits are neutral, which edits do you dispute?",5,1,6,5,4,A233ONYNWKDIYF,AISPSIJ54U4SC,A199E33VY97TR,A3T3VES112CGFO,A1F4D2PZ7NNWTL,-2.058820595,4.2,Rude,0.950401224,,,
092011 Stack Overflow,1143852,This problem is trivial to solve. Is this homework?,13,5,6,5,10,A2UFD1I8ZO1V4G,A28ZB4ZB13BWAI,A14TK8NCD4CUN1,A2BKPNKU3EG41Z,A2GSW5RBAT5LQ5,-2.029460782,7.8,Rude,0.394901081,,,
092011 Cooking,9862,"Please, may I give this 10 upvotes? Please?",22,21,15,13,22,A2F3HD9YL0LRLK,A23312XQ2AQ91W,ARYGQ46IMW8AU,A32VJLRWGMYGSU,A1FF4KWG1G44QE,0.612756653,18.6,Polite,0.995437663,,,
Wikipedia,83015,"Thank you for the tip Javier. As I've never done a FL before, can you take a look after I've completed the list?",17,21,20,21,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,AIPK94CUWL45W,1.62812087,20,Polite,0.736789887,,,
Wikipedia,413628,"Hello, sorry I probably should have asked first, but I thought it might be a good idea to nominate one of the images you uploaded, <url>, for featured picture. I hope you don't mind me taking the liberty, as it were?",17,17,19,13,22,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,ANVEDG15GV3QE,A29B522D0BX6HN,0.899897094,17.6,Polite,0.679635764,,,
Wikipedia,536478,"On another subject, have you finished the books I suggested? Want more?",21,13,17,21,17,A16PRU8T6NZLN5,A233ONYNWKDIYF,A1KC138MX47DXA,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,0.747939551,17.8,Polite,0.966930969,,,
092011 Electrical Engineering,1141,It sounds (no pun intended) like you are looking for some sort of shock sensor (accelerometer) to detect the impact of the kick.  The problem that I see here is how do you limit the impact detection to just the kick event and not detect the impact of the foot/boot on the ground?,13,24,16,20,22,AO3XB5I5QNNUI,ALK595458N4IR,A28TXBSZPWMEU9,ARX0S1CIDJLOX,A13HSR88OUNIVP,0.859011142,19,Polite,0.638019131,,,
Wikipedia,257705,"Hi Skully, I've been keeping an eye on your edits over the past few weeks, and I think you should be a admin. Is it alright if I nominated you to be an admin?",21,17,17,17,25,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,1.131477491,19.4,Polite,0.852862553,,,
Wikipedia,262596,I've made a start to putting the list in chart form at <url>.  Can you think of any other columns to add?,23,17,22,17,18,A3G9MSZVWB7W42,A36UK50UE5YFVZ,A1JMINVUZ2AOZR,A3CA5S8GR8TZ1U,A38N58BSMTA0BE,0.971644972,19.4,Polite,0.370482016,,,
