Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,,,
Wikipedia,120820,I tried to address your concerns in the nomination page. Do you mind having another look?,21,17,13,21,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A1G05O3HM7DNVZ,AIPK94CUWL45W,0.798117835,17.8,Polite,0.681859678,,
092011 Stack Overflow,757172,"Probably a stupid question, but have you ensured that your machine resolves localhost correctly outside of java?  At the CLI?",15,13,21,15,18,A2PXJTMWGUE5DC,A14TK8NCD4CUN1,A125P73OQSRNI5,A3689IWHIHX69E,A39FH0T1NKKMVO,0.873187124,16.4,Polite,0.69641492,,
Wikipedia,8398,"To this day with the latest release, taking chances, the owner/copyright holder of all of Celine's discography is Sony Music Canada- (P) and (C), even though epic and now columbia in NYC is where she is signed to produce recordings. For now, Celine's infobox says ""CBS Records Canada (1986u20131990)"", but since her discography owner/copyright holder is still Sony Canada, should I change this to Sony Music Canada (1986-present)?",16,21,10,22,15,ANMGOZ451W9ZN,AO5E3LWBYM72K,A3HL4QP95BEAG3,A2MWGIVIKOXWYM,A2UBXHCHM2I6IL,0.316240498,16.8,Polite,0.463497464,,
092011 Stack Overflow,4009829,"can you clarify - do you have a time with timezone as input, and want time and different timezone as output?  Or is the input time GMT?",17,13,13,17,21,A416CQ0FIDNFT,ARYGQ46IMW8AU,A3MMLCBV2W3BP9,A125P73OQSRNI5,AFHAH1BIN51GI,0.460479635,16.2,Polite,0.69722179,,
Wikipedia,207661,I had no idea that I was such a rogue admin. Are you seriously suggesting that I need to be kicked off the project for closing a deletion debate?,5,6,1,1,9,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A2QH1BQA6GR48O,A00613921OIEGJA322163,-2.402599026,4.4,Rude,0.264934772,,
092011 Programmers,33269,This doesn't seem off topic to me. Is there a reason you decided to close your own question?,13,13,16,21,21,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,A3E157ZN8XPUKJ,ARX0S1CIDJLOX,0.449070011,16.8,Polite,0.697603466,,
092011 Stack Overflow,4811829,It makes a difference if they are sorted in ascending or descending order.  Which is it?,5,9,13,5,11,A3H8M155NBFE1L,A2NPNKSW89BODS,A1HBDQ0BJQBA4Q,A3DKR227NQCH4X,A3OY0OL2M0HUTT,-0.895986368,8.6,Rude,0.697800705,,
092011 Stack Overflow,6975163,"Great question, but I'm not sure stackoverflow is the right place to ask it. Maybe this would be better-suited for programmers.SE.com?",21,19,17,17,25,A33SMNMTMIOJ6T,A1F4D2PZ7NNWTL,A2WGBPEN45GJNF,A3DKR227NQCH4X,A38EGQEYZHRQNC,1.269306875,19.8,Polite,0.697964999,,
Wikipedia,587985,"Hi Mecu, I've been asked by a user (a photographer) how they could add there pictures with limited copyright, for instance, there more than happy to upload them for use within wikipedia, but just don't want to release it completely free from copyright. Would a fair use tag be appropriate?",21,16,16,17,21,A2NRW37D7QPLRE,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,A2WZQ92N4809N1,0.945739417,18.2,Polite,0.58868781,,
Wikipedia,586405,Thank you for the rollback. Does it appear in <url> or only in the history?,19,13,21,25,17,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A1G05O3HM7DNVZ,AIPK94CUWL45W,1.227343758,19,Polite,0.456095993,,
092011 Stack Overflow,7084071,"And what's your problem, exactly? What have you tried so far?",11,5,9,17,9,A30XX64989TZKE,A3OW54MEVDKXJL,A320SR22MPGY17,A3DKR227NQCH4X,AFHAH1BIN51GI,-1.112754782,10.2,Rude,0.698197736,,
092011 Stack Overflow,4042379,/n tags? Do you mean line breaks (`\n`)?,9,13,13,12,15,A1133ON5ALJKXJ,A3MMLCBV2W3BP9,A3TXO6RKFIDFUV,A3KL0CPDH3AJ9Z,A39FH0T1NKKMVO,-0.159621998,12.4,Rude,0.698210001,,
Wikipedia,630774,"You seem to have plenty of time to discuss, why don't you try to educate <url> ? Maybe he needs this more than me ?",9,7,5,4,16,A233ONYNWKDIYF,AO5E3LWBYM72K,A24VFD1THQRMFO,A3E11SHVDD48Z8,A2WZQ92N4809N1,-1.260454525,8.2,Rude,0.751288345,,
092011 Stack Overflow,5384168,You question is very incoherent. Can you ask it more clearly?,5,9,5,9,7,A2NPNKSW89BODS,A3E157ZN8XPUKJ,A3MMLCBV2W3BP9,A17G2LOYX7WQZ,A312BVGKE6BAS5,-2.074135269,7,Rude,0.698742917,,
092011 Stack Overflow,6475699,I would open a separate question about the vectorization.  Have you tried just using yindex (removing the [y] and the while loop)?,23,17,13,16,21,A2AE4MZVUX9JPX,A3OW54MEVDKXJL,A3MMLCBV2W3BP9,A2BKPNKU3EG41Z,A3DKR227NQCH4X,0.75891667,18,Polite,0.698791601,,
Wikipedia,629173,"Well, now you've got me puzzled. If you think he's a sneaky vandal, why did you revert my reversion of his numerical change?",9,7,9,11,11,ANGX5PAAYGL9P,AW6UIL04MLQ9N,AAZKHFKG1B8VQ,AVHARSCRX7M9E,AZOAW8JH5HJJK,-0.700257986,9.4,Rude,0.894829145,,
Wikipedia,629974,"Cool, I'd be happy to help out. :-) What kind of things are you thinking about removing or adding?",17,22,21,17,18,A233ONYNWKDIYF,A2MWGIVIKOXWYM,A1E0EK09CA5OIO,A38N58BSMTA0BE,AEYHIQUDWJ3KV,1.00642129,19,Polite,0.225806217,,
092011 Stack Overflow,1143852,This problem is trivial to solve. Is this homework?,13,5,6,5,10,A2UFD1I8ZO1V4G,A28ZB4ZB13BWAI,A14TK8NCD4CUN1,A2BKPNKU3EG41Z,A2GSW5RBAT5LQ5,-2.029460782,7.8,Rude,0.6991042,,
092011 Stack Overflow,3156681,"@IVlad: yup, but the current answers fail to explain why. Care to write a better one?",18,11,7,7,15,AO5E3LWBYM72K,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,A39FH0T1NKKMVO,-1.00852177,11.6,Rude,0.699154415,,
092011 Unix and Linux,3340,could you give us more information about /Yesterday/Yesterday ? IS this a regular folder or a symlink?,17,16,13,20,21,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A2UFD1I8ZO1V4G,ARX0S1CIDJLOX,A13HSR88OUNIVP,0.6327545,17.4,Polite,0.699288612,,
092011 Stack Overflow,5683844,"Who said the bunks are equidistant? Also, what is a ""bunk""?",9,9,17,9,13,AQRI1E9W5268O,AO3XB5I5QNNUI,A3EJ5TT2ZGBIDA,A39FH0T1NKKMVO,A34M93NJC830DP,-0.603660928,11.4,Rude,0.699894507,,
Wikipedia,622218,Another sock down. How many more to go?,5,12,13,13,13,ANGX5PAAYGL9P,AYG3MF094634L,A3H7G3TQXAYGYD,AQWC8BPA9JB7T,A13CO3B2BRXQLZ,-0.512952246,11.2,Rude,0.179451128,,
Wikipedia,433551,Shane I reverted the edit you made this moring <url> but on second thought I would like some advice.  Is it implied in stub that they do not have references or is it appropriate to mark stubs as requiring a reference?,23,13,17,25,17,APMYUTI3V3Y6R,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2GODV4YZGD8X9,A29B522D0BX6HN,0.834044945,19,Polite,0.416975461,,
092011 Cooking,470,"You mean other than when things like taste, heat tolerance, health, etc are factors? Or is that what you are asking?",9,13,13,13,13,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A3OZ8KF0HWSVWK,A3GLUDQZGEJL5G,A309BLCQJHQULO,-0.436651032,12.2,Rude,0.701057925,,
Wikipedia,454457,"Hi Deb, I created the page which was deleted which I hoped could have been a stub starting point for building up a better and more detailed article about the organisation. Could you offer some advice on how I could have made it better and have avoided deletion?",17,16,21,17,17,A22SZHZTF72TRM,AYG3MF094634L,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,1.019052846,17.6,Polite,0.821310236,,
Wikipedia,489419,"I was just now leaving a note on Ruhrfisch's talk page, and noticed that you'd left a note there.  I wrote about the <url> the other day, the first time that I've ever created an NRHP article: would you be willing to check it, and to add to the infobox if there's something that can easily be added?",21,17,17,17,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AYG3MF094634L,A13CO3B2BRXQLZ,A38N58BSMTA0BE,1.187797843,18.6,Polite,0.249086562,,
Wikipedia,13048,Hardly. Does the <url> exercise executive control over Northern Ireland?,10,9,12,6,13,A21753FQKCM5DQ,AE3D6SE2D8UPQ,A1JMINVUZ2AOZR,A1BJTTNDDFZ3ZP,A1Y3Z92RE62NPS,-0.811171397,10,Rude,0.561448621,,
092011 Apple,6778,"Hmmm, Apple software on Windows question. I guess the ""Apple Software"" part defines the fact that you posted it here?",13,5,13,9,13,AO3XB5I5QNNUI,A2FN70BKJJ950Q,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A29B522D0BX6HN,-0.47675383,10.6,Rude,0.702013604,,
092011 Stack Overflow,8255341,"I'm don't understand what you are getting at here. It might help if you told us what `$one`, `$top_level` and the output you want are, along with that ""the value"" means  the value of what?",8,9,9,15,13,A2UME0TSE7N41G,A3MMLCBV2W3BP9,AO3XB5I5QNNUI,A2BKPNKU3EG41Z,A2GSW5RBAT5LQ5,-0.559808819,10.8,Rude,0.702108037,,
092011 Stack Overflow,4827448,"What exactly do you want to warn about, and what exactly do you want the message to be? How is `@Deprecated` itself not meeting your needs?",9,13,9,13,13,A2UME0TSE7N41G,A2UFD1I8ZO1V4G,A1G05O3HM7DNVZ,A14TK8NCD4CUN1,A34M93NJC830DP,-0.463747241,11.4,Rude,0.702171076,,
092011 Stack Overflow,8460030,"@Frog: Your question is only slightly clearer now.  Is the general rule ""xyz"" -> ""myXyz""?",5,15,13,5,5,A2UME0TSE7N41G,AQRI1E9W5268O,A33SMNMTMIOJ6T,A3DKR227NQCH4X,A321FJYVTX5WP9,-0.845261332,8.6,Rude,0.702244075,,
092011 Stack Overflow,5275661,"Please rephrase your question using full words and complete sentences. Also, what does assembly have to do with this?",7,6,13,24,5,A3689IWHIHX69E,AD1IH74UX9IAI,A150TBAWIYV8J4,AP6784DKV31O6,A3OY0OL2M0HUTT,-0.808960796,11,Rude,0.702335198,,
Wikipedia,264886,"I have just noticed that today a Wikipedia administrator added a POV tag in the u201cPsychohistoryu201d article, which you have contributed to edit. Perhaps someone should do a little work to balance the article and remove the tag?",16,9,17,9,5,ANMGOZ451W9ZN,A1QV3X9YMQQ3OQ,AVV4KDLSDAS9E,A2LQ33BQ8G259D,A3FGBGZ4RKH712,-0.480038719,11.2,Rude,0.997192916,,
Wikipedia,384990,I've heard you say you have quite a collection of dog books. Any chance you could list them for us?,17,21,17,15,21,A233ONYNWKDIYF,APDWVWS2HMSFD,A3GOI327COFGY5,A29B522D0BX6HN,A3IHLWMZNBLUR4,0.794800972,18.2,Polite,0.04147472,,
Wikipedia,139091,"Hello Roman! If you have time, could you add a <url> infobox (with census data) for <url>?",25,17,21,17,21,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,1.406669499,20.2,Polite,0.869070985,,
092011 Ask Ubuntu,839,What problem are you trying to solve? Are you sure cron is the right solution?,5,5,1,13,9,AO3XB5I5QNNUI,A233ONYNWKDIYF,A3CPYEB0W3MLZK,A2UFD1I8ZO1V4G,AI4WWBB2PNCKH,-1.538318141,6.6,Rude,0.703274732,,
Wikipedia,448988,"Done. I may have missed a few links when copying them across, so could you please look through it just in case?",16,21,19,21,20,A1T5YMBH35PDBX,A233ONYNWKDIYF,AI4WWBB2PNCKH,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,1.406913483,19.4,Polite,0.15223884,,
Wikipedia,601980,"Hey poetic decay, I was planing on merging <url>, <url>, <url>, <url> and <url> together. You think you could help me with it?",21,17,21,16,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,AIPK94CUWL45W,1.163042124,18.4,Polite,0.508854684,,
092011 Webmasters,6781,"@Lèse key words here being *supplement their own content*. If ALL the content is copied, what of value or interest is being created, exactly?",23,25,21,21,21,A23312XQ2AQ91W,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,ARX0S1CIDJLOX,AI4WWBB2PNCKH,1.853113913,22.2,Polite,0.704228878,,
092011 Web Applications,3447,Asking for an iPhone app specifically is off-topic for here.  Try the Electronic Gadgets SE:  http://area51.stackexchange.com/proposals/614/electronic-gadgets maybe?,21,21,15,13,21,A3IS283P2CECZJ,A3E157ZN8XPUKJ,ARYGQ46IMW8AU,A2UFD1I8ZO1V4G,A2MWGIVIKOXWYM,0.460669804,18.2,Polite,0.704324921,,
Wikipedia,627023,You just added it again. Maybe you should look over the guidelines for inclusion of the tag?,14,5,13,14,5,A22SZHZTF72TRM,A6YO9886DY2SC,A2GSW5RBAT5LQ5,AYG3MF094634L,AHH34KPTA2LSS,-0.616551742,10.2,Rude,0.839386877,,
Wikipedia,333097,"I see that you closed that CfD discussion as rename, but haven't actually renamed the categories. What's up with that?",9,11,12,5,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A28TXBSZPWMEU9,A2QH1BQA6GR48O,ANVEDG15GV3QE,-0.955650147,10,Rude,0.647724711,,
Wikipedia,141067,There is a special tool which shows you page sizes? Would you like to know how to use it?,13,21,17,17,19,A1T5YMBH35PDBX,A233ONYNWKDIYF,AI4WWBB2PNCKH,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,0.860660886,17.4,Polite,0.911548668,,
092011 Stack Overflow,5859884,"I have strict and warning set, but I when I run the script works fine but either gives a blank CSV as output or just re-prints the original. Am I missing something incredibly obvious here?",13,20,18,17,13,A233ONYNWKDIYF,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,AP6784DKV31O6,A38EGQEYZHRQNC,0.327299694,16.2,Polite,0.706272177,,
Wikipedia,204025,I believe that an opinion about AS belongs only to article about AS (and you are welcome to cite the MS opinion ''in proper context''). However an opinion about MS belongs only to article about MS. Is not this fair and logical?,9,11,10,14,15,A233ONYNWKDIYF,AISPSIJ54U4SC,A199E33VY97TR,A3T3VES112CGFO,A1F4D2PZ7NNWTL,-0.46154856,11.8,Rude,0.024633131,,
Wikipedia,627029,"He probably couldn't understand the speedy notice. Then again, who knows what goes on in the minds of n00bs?",13,2,1,8,5,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A872FSFU7WV6W,-1.387592199,5.8,Rude,0.85382543,,
092011 Stack Overflow,5508491,"This doesn't make sense.  Do you mean ""introspection""?",1,15,14,7,15,APEJ17EE0VDDT,A1UZ2DD6L6DGHT,AYG3MF094634L,A14TK8NCD4CUN1,A2BKPNKU3EG41Z,-0.816088089,10.4,Rude,0.706686742,,
Wikipedia,146267,"Everything about <url> looks fantastic, but.. going to |2 instead of |30em seems like a major step back. Is there a reason for it?",17,17,20,17,17,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.747433737,17.6,Polite,0.168558478,,
Wikipedia,297046,I hope this makes my concerns clearer. Perhaps we can work together to resolve them?,17,17,17,20,25,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,1.074113329,19.2,Polite,0.40610652,,
092011 Theoretical Computer Science,316,"Andy, that jars with my understanding of what a Sylvester matrix is. Do you have a reference?",13,9,13,9,10,AO3XB5I5QNNUI,A2FN70BKJJ950Q,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A29B522D0BX6HN,-0.48125939,10.8,Rude,0.707769714,,
092011 TeX - LaTeX,35477,"Please, show a minimal example. Are you using the setspace package or other tools that enlarge the interline space?",13,9,9,11,13,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A3CFNUD7VR2E1E,ARYGQ46IMW8AU,A2UFD1I8ZO1V4G,-0.769935289,11,Rude,0.708128907,,
092011 Ask Ubuntu,4256,"IIRC, this is the same problem as with volume buttons on some ThinkPads... the hardware *just does it* and then also sends out a signal saying the button's been pressed.  Possibly you could unset the shortcut in System -> Preferences -> Keyboard Shortcuts for this action?",4,9,1,1,1,A28TXBSZPWMEU9,A1T5YMBH35PDBX,A2MWGIVIKOXWYM,A1LRRDBA84ITCJ,AR6N5URYPDBXS,-2.548105029,3.2,Rude,0.708316342,,
092011 Stack Overflow,1048070,"sorry, no idea what the code should do. Is the selected in the db or what?",10,13,11,9,11,A33SMNMTMIOJ6T,A28TXBSZPWMEU9,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,-0.961604903,10.8,Rude,0.708358239,,
Wikipedia,619200,I would specifically appreciate an outside view at the thread <url>.  What do you feel is the appropriate action?,16,21,21,16,16,ANMGOZ451W9ZN,A2MUBAL0UA1KUN,A2ULMYRKQMNNFG,A3EJ5TT2ZGBIDA,A37ADCYLCSB5O2,0.919504861,18,Polite,0.27394174,,
092011 Ask Ubuntu,26076,Can you please provide some additional information: Are the lines you quote the only messages relating to granola? Which kernel version are you running?,9,13,9,17,8,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2WFNPUI1JSPG4,A1FF4KWG1G44QE,A2JJLF3PI5XJ0I,-0.655645079,11.2,Rude,0.709005297,,
092011 Stack Overflow,7316620,"@littleadv and what's so strange? if I have this program running over bilion times, what's so strange, do you mind answering?",13,10,5,10,9,A2UFD1I8ZO1V4G,AYG3MF094634L,AO3XB5I5QNNUI,A17G2LOYX7WQZ,A320SR22MPGY17,-1.615781814,9.4,Rude,0.70903566,,
Wikipedia,627185,You may want to comment on the A7 to ?2 graph with 4 lines. I suspect it is nonsense - but what are your thoughts on that folding option?,19,21,19,15,21,AW6UIL04MLQ9N,A34A6MSJTD9A4L,A3MN5VOZFQPNZF,AC25X12LNYY6Y,A1DTQSIIYIZL62,1.226632928,19,Polite,0.716999822,,
092011 Programmers,10024,"Oh, and since this is a story-telling kind of topic, shouldn't this be CW? (Does it need 30 answers first, and can users with rep<100 still answer then?)",13,17,18,21,19,AO3XB5I5QNNUI,A233ONYNWKDIYF,ARX0S1CIDJLOX,A2MWGIVIKOXWYM,AI4WWBB2PNCKH,0.873303243,17.6,Polite,0.709347977,,
092011 Ask Ubuntu,18543,"sorry, i meant after login. ok, what do i have to add to /etc/sudoers to start without password?",21,14,13,13,23,A26PVQXPVF93M0,A3RLCGRXA34GC0,A2UFD1I8ZO1V4G,ARX0S1CIDJLOX,A2MWGIVIKOXWYM,0.157797986,16.8,Polite,0.709410779,,
092011 Programmers,59069,Career advice questions like this one are too localized for this site. Please see [Are Career Advice questions useful for anyone except the poster](http://meta.programmers.stackexchange.com/questions/588/are-career-advice-questions-useful-to-anyone-except-the-poster/590#590)?,9,4,17,13,5,AO3XB5I5QNNUI,A23312XQ2AQ91W,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,AR6N5URYPDBXS,-1.179632932,9.6,Rude,0.709435841,,
Wikipedia,66549,"re: <url> edit. Then let me ask you, what exactly was offensive about them?",13,9,13,1,13,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28ZB4ZB13BWAI,A2AMGE57IJVSHF,A29B522D0BX6HN,-0.643586544,9.8,Rude,0.142463274,,
092011 Stack Overflow,1522961,Language? Framework?,5,17,13,13,13,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A3EJ5TT2ZGBIDA,A1KC138MX47DXA,A3OY0OL2M0HUTT,-0.938933989,12.2,Rude,0.709649022,,
Wikipedia,624790,"One final thing: ""If anything, many vegetarians are characterized by their disapproval of non-violence (towards animals).""  You do realise that you are saying, here, that many vegetarians approve of violence towards animals?  Is that really what you meant?",9,13,9,8,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A872FSFU7WV6W,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.039094367,9.6,Rude,0.435420498,,
092011 Ask Ubuntu,17814,"sorry, i'm not able to comprehend that? Where is the ""add folder"" option in the places menu?",16,13,17,13,21,AYG3MF094634L,A233ONYNWKDIYF,ARYGQ46IMW8AU,A2SQU0H0EO6QNO,A32VJLRWGMYGSU,0.625499249,16,Polite,0.709917211,,
092011 Electrical Engineering,25737,"Sorry, I'm actually talking about the μF, not the voltage. What do you think about that?",9,14,13,13,9,AO3XB5I5QNNUI,AYG3MF094634L,A233ONYNWKDIYF,A32VJLRWGMYGSU,AI4WWBB2PNCKH,-0.364200333,11.6,Rude,0.709964966,,
Wikipedia,257176,"I'd love to help, but I'm not sure what you're asking me to look at, specifically. Is there a discussion ongoing that you can point to?",13,16,21,15,19,AE3D6SE2D8UPQ,A22SZHZTF72TRM,A3CA5S8GR8TZ1U,A1F4D2PZ7NNWTL,AEYHIQUDWJ3KV,0.616903726,16.8,Polite,0.954455458,,
Wikipedia,581772,"The review has been up there for something like six weeks, I notice. Think you'll be able to take care of those last couple of things?",9,5,13,5,9,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A3IHLWMZNBLUR4,ANS7S6PUWTLF7,-1.094270792,8.2,Rude,0.216518631,,
Wikipedia,238914,"Hi Editorofthewiki,  both images are just fine.  I don't see an open review for the article; is there somewhere in particular you'd like me to make this comment, if not just here?",17,22,17,17,16,A233ONYNWKDIYF,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,AB08R15AWTVDT,0.85778961,17.8,Polite,0.614298615,,
092011 Apple,10024,"Yea the password isn't the same as the lock code and on another note, she needs a better pass code! If you have contacts and pictures synced she could just setup as a fresh phone?",4,2,3,8,1,A3RLCGRXA34GC0,A23312XQ2AQ91W,ARYGQ46IMW8AU,A28TXBSZPWMEU9,A2MWGIVIKOXWYM,-3.046560902,3.6,Rude,0.710254492,,
092011 Stack Overflow,4542325,thanks dana-- that's really great! any way to add a slider to control zoom level?,21,17,25,23,24,A2UFD1I8ZO1V4G,A233ONYNWKDIYF,A1G05O3HM7DNVZ,A17G2LOYX7WQZ,A2GSW5RBAT5LQ5,2.705014481,22,Polite,0.710284412,,
092011 TeX - LaTeX,5056,"Unicode contains only four double-struck Greek letters: ℽℼℾℿ (γπΓΠ), and since the Unicode repertoire is quite comprehensive (and much larger than the Comprehensive Symbols List), I'd conjecture that this character is very uncommon. Could you give an example where this character is used?",9,11,13,13,9,A2TVQMMI5TNQPJ,A3RLCGRXA34GC0,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A1FF4KWG1G44QE,-0.692441013,11,Rude,0.710415603,,
Wikipedia,76288,You've been asking the ''sensible'' sysops...!?,9,9,15,9,10,A233ONYNWKDIYF,A2MWGIVIKOXWYM,A1E0EK09CA5OIO,A38N58BSMTA0BE,AEYHIQUDWJ3KV,-0.677778137,10.4,Rude,0.366447474,,
Wikipedia,628496,"I see you've just placed a deletion request on your user page, but this page has no history and hasn't been edited previously.  Did you mean to place it on the article you created, <url>?",17,17,20,17,17,A2UFD1I8ZO1V4G,AYG3MF094634L,AO5E3LWBYM72K,A1RT9SQ9D9DLOV,AD1IH74UX9IAI,0.849143661,17.6,Polite,0.679092206,,
092011 Stack Overflow,2400312,Well i would do that but i don't know how to. Maybe you can show me on thizs example please?,17,17,17,9,20,AQRI1E9W5268O,AO3XB5I5QNNUI,A3EJ5TT2ZGBIDA,A39FH0T1NKKMVO,A34M93NJC830DP,0.833330621,16,Polite,0.71103576,,
Wikipedia,623634,"Congratulations, OGoncho! Isn't there a barnstar for things like that?",11,16,21,21,17,AHH34KPTA2LSS,A26NYABOD7YBW8,A872FSFU7WV6W,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,0.843482772,17.2,Polite,0.611366636,,
Wikipedia,620617,Are you crazy down here?! What the heck is going on?,1,1,1,2,1,A377FGOJB9OTNG,A1N6LHJ8AZZ85F,AVHARSCRX7M9E,AC25X12LNYY6Y,A22CF8BF9YQND7,-1.961543608,1.2,Rude,0.559762477,,
092011 Stack Overflow,208951,having trouble grokking those first couple paragraphs.  Edit?,13,14,13,1,13,A2UFD1I8ZO1V4G,AYG3MF094634L,A28TXBSZPWMEU9,A3DKR227NQCH4X,A3OY0OL2M0HUTT,-0.480764993,10.8,Rude,0.711703997,,
092011 Stack Overflow,7936469,"Could you please explain. Since I'm not accessing the database while loading the page the first time, can it really be the reason, even if it is something I need to look into as well?",19,17,16,14,17,A3E157ZN8XPUKJ,A3OW54MEVDKXJL,A1E0EK09CA5OIO,A2WGBPEN45GJNF,A3DKR227NQCH4X,0.389232606,16.6,Polite,0.711743699,,
Wikipedia,231696,"I should be able to get that Mayr paper, it's on Wiley. Do you need me to email it to you?",17,21,16,17,13,A2UFD1I8ZO1V4G,A1T546143DSJDI,AYG3MF094634L,A2LQ33BQ8G259D,A1Y3Z92RE62NPS,0.634138323,16.8,Polite,0.972422485,,
092011 Stack Overflow,3850338,"Yeah, tough crowd today.  Maybe it's right after a long weekend? :)",21,17,25,18,14,A3HTLXAPOBCVVO,A2UFD1I8ZO1V4G,A3MMLCBV2W3BP9,A14TK8NCD4CUN1,A34M93NJC830DP,1.618004554,19,Polite,0.711896269,,
092011 Electrical Engineering,18477,"thanx 4 answering my question....                                i already tried ice, but after 9 degree C, LCD went off.so i didn't go 4 boil water but used soldering iron 2 show dat ckt is working. can u please tell me hw can i check temp of liquids like water with this ic?",9,9,4,9,9,AO3XB5I5QNNUI,A233ONYNWKDIYF,ARX0S1CIDJLOX,A2MWGIVIKOXWYM,AI4WWBB2PNCKH,-1.02930086,8,Rude,0.712081709,,
Wikipedia,203810,"My problem is that the Style Guide for cities causes several topics for this small village to be repeated somewhat, especially the railroad, Gas Boom, and stockyard.  Any thoughts on this article's organization?",10,17,9,11,10,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A2QH1BQA6GR48O,A207OR9LV0PAPY,-0.853941572,11.4,Rude,0.049085031,,
092011 Stack Overflow,2370542,I think for #1 for sequential search the number is (n+1)/2.  Is that right?,16,17,18,15,16,A2OXXHGAM7B0Y,A2YNPKYEFDZ6C9,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,AP6784DKV31O6,0.547359766,16.4,Polite,0.712703221,,
092011 Stack Overflow,3401897,"""think I've pointed out something that is not yet satisfactorily proven""?  What have you pointed out that's not proven formally?",12,11,9,5,11,A23FB7HE970AZJ,A28TXBSZPWMEU9,A3MMLCBV2W3BP9,A14TK8NCD4CUN1,A872FSFU7WV6W,-1.120795085,9.6,Rude,0.713186195,,
092011 Stack Overflow,7439437,"Another idea, looks like you are using `MBProgressHUD`, I guess your code is triggered from an animation callback, from memory, I think CoreData is not multi-threading safe. Try not to do this from `MBProgressHUD` or try using `performSelectorOnMainThread` maybe?",17,17,17,17,17,A3H8M155NBFE1L,A2UFD1I8ZO1V4G,A1KC138MX47DXA,AD1IH74UX9IAI,A3OY0OL2M0HUTT,0.606893134,17,Polite,0.713445245,,
092011 Stack Overflow,7060608,"I would be concerned more with the layout of your data and how you're accessing them. Could you paste a sample of 10 rows, and the most common queries you're using?",17,20,16,18,21,A233ONYNWKDIYF,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,AP6784DKV31O6,A38EGQEYZHRQNC,0.889022734,18.4,Polite,0.713460454,,
092011 Electrical Engineering,4963,Nice project. Got any videos or pictures of the output?,5,5,12,9,11,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,ARYGQ46IMW8AU,A28TXBSZPWMEU9,-1.561111754,8.4,Rude,0.713588372,,
